1.000000000000000000e+00,9.517406132787740169e-01,8.919177616491366090e-01,9.120255488301087787e-01,8.503363210643688497e-01,8.415323739209518150e-01,7.873354345728115211e-01,7.200160446422658733e-01,7.437749088969265454e-01,7.527851873224642443e-01,8.053560808489848011e-01,8.381333021986221432e-01,8.861803741419610470e-01,8.648701852825277925e-01,7.871511332938704308e-01,8.346794697892686576e-01,7.144308657276081664e-01,7.017175812150489023e-01,7.397513377144055990e-01,7.657754659873725611e-01,8.153139512624748564e-01,7.860030369722796895e-01,7.228212490808152424e-01,7.401673984867389589e-01,6.767437360712367234e-01,6.688380078760374214e-01,6.810072262367938833e-01,6.843730445864713019e-01,6.331868014963761837e-01,5.847619872598677215e-01,6.189478829259893455e-01,6.819014039984055975e-01,6.245513052139878285e-01,5.945168035805391549e-01,5.727385995830909238e-01,5.391493544233552093e-01,5.157381691544412616e-01,5.205569992846611482e-01,5.019061915742349944e-01,4.721243071114296086e-01,4.649018553755764893e-01,4.320534385847325520e-01,3.817940236044928826e-01,3.487333448683633819e-01,3.478204298020958207e-01,3.239688879385501652e-01,3.141910719042458888e-01,3.082411768112766071e-01,2.705177258141699959e-01,2.628274161902923733e-01,2.167514084113506545e-01,2.376708329406241882e-01,1.946017649878447608e-01,1.556222171882938321e-01,1.409973926069644223e-01,4.489667951771397769e-01,5.141637576149964417e-01,5.375261310293490968e-01,5.730771953958843090e-01,5.833272204659498694e-01,5.199491718235799143e-01,4.730139637857448953e-01,4.856454027204045731e-01,4.224818049076931592e-01,4.175247760120603946e-01,4.295442334716628174e-01,4.411151719145297578e-01,4.420312267065104050e-01,4.029221793509010219e-01,3.653085353341792851e-01,3.648288860811192968e-01,2.909516152932147826e-01,3.003688193649992622e-01,2.433887141900906714e-01,2.349724542896026724e-01,5.715853055867765597e-01,9.437392886793996016e-01
9.517406132787740169e-01,1.000000000000000000e+00,8.891910220768073358e-01,9.355056543201168973e-01,8.700169105693342786e-01,8.457830430182919912e-01,7.924754712488832897e-01,7.224891528730644774e-01,7.875826768174885029e-01,8.001881243524481269e-01,8.535999998860770432e-01,8.853234757562402635e-01,9.332831130114274121e-01,9.069450410391411976e-01,8.332370673395835814e-01,8.736599174604902096e-01,7.620681879428893302e-01,7.475922932064706927e-01,7.822358083219922431e-01,8.021424596125394935e-01,8.468998640328478933e-01,8.113303946836275538e-01,7.528831614990525445e-01,7.570058040319507242e-01,7.131100259124738550e-01,6.992378009074611267e-01,7.060173988467755013e-01,6.958375004476936576e-01,6.597257431087120150e-01,6.099307312996673502e-01,6.348820190643480466e-01,6.858480469293115611e-01,6.293952980295134392e-01,6.036422074818439398e-01,5.792652029863147867e-01,5.435129968579579529e-01,5.262906940589322513e-01,5.283833433308124938e-01,5.062914809624453616e-01,4.810524818917002454e-01,4.696189609827279288e-01,4.381865116965557583e-01,3.858528834392979112e-01,3.594718924455163611e-01,3.545651372711413618e-01,3.265511415059964007e-01,3.228694526976293444e-01,3.139956751306144378e-01,2.830133371082642624e-01,2.724802698547533764e-01,2.238483951029310859e-01,2.402758129291948652e-01,2.090408644642277602e-01,1.669957272667041970e-01,1.462037497636883288e-01,4.789429941051007722e-01,5.404335291238904215e-01,5.595255911926566572e-01,5.909101442019135675e-01,5.957838141872293658e-01,5.351303534870537337e-01,4.984212520112060174e-01,5.069949037509133838e-01,4.530636550685389619e-01,4.427045076827218484e-01,4.505763565026972284e-01,4.579824438860099489e-01,4.552950418662645715e-01,4.128315194730074467e-01,3.877346883244469078e-01,3.806509166483423856e-01,3.092982294167820889e-01,3.156323241765826015e-01,2.657981647966980443e-01,2.527448847730182635e-01,6.182498236447966367e-01,9.331130810576171442e-01
8.919177616491366090e-01,8.891910220768073358e-01,1.000000000000000000e+00,9.387090537977014204e-01,9.339515751379383612e-01,9.486754620890477385e-01,8.951018601632247940e-01,8.280233852909519854e-01,7.005427575716307587e-01,7.299351362650925434e-01,7.914464535879036644e-01,8.044520342972025784e-01,8.712627842125373334e-01,8.822566805987003269e-01,8.058178354186834591e-01,8.741242544702618744e-01,7.276029481708561342e-01,7.312214643337027198e-01,7.833211612219868059e-01,8.275181782197393865e-01,8.816074698033311563e-01,8.713543075478012989e-01,8.044137099641877064e-01,8.412932695856421006e-01,7.461432321446508364e-01,7.526459858360803334e-01,7.737910020453713233e-01,7.906646639357582940e-01,7.250597705677739313e-01,6.796895152180745248e-01,7.230811393193962155e-01,7.899769698057974576e-01,7.326332179000389910e-01,7.021015684329214857e-01,6.807754641276475560e-01,6.471910185881744049e-01,6.230902618231322077e-01,6.284918655638043195e-01,6.099364417655650517e-01,5.799249625698366106e-01,5.729453583521335602e-01,5.401351205625561924e-01,4.897515763074428152e-01,4.562454363684600445e-01,4.558960000362430875e-01,4.316641582068401206e-01,4.221210391631049497e-01,4.163132892108147853e-01,3.775758603338134067e-01,3.706276734366443781e-01,3.248256000329938775e-01,3.453385804716166962e-01,3.009749974747800705e-01,2.630981522519488802e-01,2.490211997766433871e-01,5.384327578445164963e-01,6.085906343779929895e-01,6.369895884346654658e-01,6.761548594026924874e-01,6.897606161660985169e-01,6.252250486721901979e-01,5.690577173147542966e-01,5.862357763300491964e-01,5.111955525591275196e-01,5.143242185855236848e-01,5.307993937360684367e-01,5.456517673359959630e-01,5.485409154417650868e-01,5.105854359454976565e-01,4.655313393230425811e-01,4.702344651581392698e-01,3.949290169840279363e-01,4.062053483698628842e-01,3.441017052249825126e-01,3.394619103023199802e-01,5.502528447489636321e-01,9.481495156301390503e-01
9.120255488301087787e-01,9.355056543201168973e-01,9.387090537977014204e-01,1.000000000000000000e+00,9.343285036005403166e-01,9.063594898260476374e-01,8.549133216244299005e-01,7.846314110737108161e-01,7.617843060057916116e-01,7.895605714388930219e-01,8.505376206165695674e-01,8.657166273771944587e-01,9.324695843722576871e-01,9.370348737835394459e-01,8.556479488901663766e-01,9.164561983303750603e-01,7.776758888629400346e-01,7.742794532576537936e-01,8.197232488111982907e-01,8.520820829217221615e-01,9.030993215103368943e-01,8.729430948232299592e-01,8.107484811594867224e-01,8.213291459639004977e-01,7.636314319590000732e-01,7.567577675485354094e-01,7.674582191655152652e-01,7.602698837154970857e-01,7.201655746357522592e-01,6.711192550366384957e-01,6.991712830599492445e-01,7.487797781677906217e-01,6.928127831750663379e-01,6.679393305883063459e-01,6.431814928591219616e-01,6.069966597467402192e-01,5.907483458038997881e-01,5.925770680618400732e-01,5.698400795074143321e-01,5.454063176575205674e-01,5.332935404501927268e-01,5.021794641425151307e-01,4.494589572690367296e-01,4.239586642832621211e-01,4.187083185249486084e-01,3.898353142258732529e-01,3.872501212515380153e-01,3.779978759672999455e-01,3.474814852310190716e-01,3.369352336211913768e-01,2.880862180013467055e-01,3.036320003430370562e-01,2.733506490603813122e-01,2.314881033756850393e-01,2.101770808176729455e-01,5.367225893533726921e-01,6.009047853873055178e-01,6.221568420915003506e-01,6.548368164366911159e-01,6.602780779876643580e-01,5.994477496762096180e-01,5.593638417166737486e-01,5.698238732287832509e-01,5.103235910001755471e-01,5.037338943084319620e-01,5.134766831509203211e-01,5.220076485102645991e-01,5.197477732884446811e-01,4.772799537855103580e-01,4.500567675458808647e-01,4.448200466336732495e-01,3.729345778043461346e-01,3.798624144645262879e-01,3.280689036850276130e-01,3.164994001281716818e-01,6.083480534681927621e-01,9.487355552738100384e-01
8.503363210643688497e-01,8.700169105693342786e-01,9.339515751379383612e-01,9.343285036005403166e-01,1.000000000000000000e+00,9.484139894869529908e-01,9.111988762497462702e-01,8.425073644246023896e-01,7.275987940156383171e-01,7.666605801943002785e-01,8.274402711409591937e-01,8.270627160434940173e-01,8.887464276041177058e-01,9.171598976973704964e-01,8.574543764988673544e-01,9.267132848020023239e-01,7.818105734149315422e-01,7.912952679461374705e-01,8.460687846969570103e-01,8.931067036490194511e-01,9.464764285515334663e-01,9.341478535545804096e-01,8.679044667189880213e-01,8.869776756192440104e-01,8.118917346221947717e-01,8.147698196903432333e-01,8.304698232382194956e-01,8.248551027911310563e-01,7.823140244861415127e-01,7.343469313984354319e-01,7.648290179128226507e-01,8.090446349428455086e-01,7.546049308759776864e-01,7.321189496053142065e-01,7.063306681289146516e-01,6.692297177252028995e-01,6.556301788242744344e-01,6.565338309429635810e-01,6.322936660427795896e-01,6.098865085762072979e-01,5.960779958069823969e-01,5.657132127280523060e-01,5.122026765483480570e-01,4.890780986777385486e-01,4.826618147585569618e-01,4.520110054904135088e-01,4.518818073936411439e-01,4.416404104597879687e-01,4.129415779719464163e-01,4.018672740350673900e-01,3.523291661414778009e-01,3.660172111604260703e-01,3.389957475363341022e-01,2.968161134716308380e-01,2.738277436618478111e-01,5.968488025490116256e-01,6.636106374070631642e-01,6.868825337690754873e-01,7.204478365988866706e-01,7.255078725513317561e-01,6.650923569804761959e-01,6.226324808129428678e-01,6.347582683209898047e-01,5.700012474695358433e-01,5.671749734253392905e-01,5.784982431426757277e-01,5.876597743228456627e-01,5.852448483813668112e-01,5.421531581378431497e-01,5.146673883794772308e-01,5.104915423499418736e-01,4.384490002266410169e-01,4.455295829745609115e-01,3.926973438454549603e-01,3.820704916711862298e-01,5.945640638638161057e-01,9.002460996015461125e-01
8.415323739209518150e-01,8.457830430182919912e-01,9.486754620890477385e-01,9.063594898260476374e-01,9.484139894869529908e-01,1.000000000000000000e+00,9.456655881262514551e-01,8.765314066013973893e-01,6.792199380328226566e-01,7.161304393323637552e-01,7.773729337468271439e-01,7.808981338634544134e-01,8.459412667929642193e-01,8.688674702942420502e-01,8.059459161555229123e-01,8.751314863161739899e-01,7.309072452362999073e-01,7.426869247845184763e-01,7.991204178550403991e-01,8.504242867373369430e-01,8.994019706885683085e-01,9.066774955339038655e-01,8.422279623794288739e-01,8.905727776904147630e-01,7.790279850098992265e-01,7.936795345138104585e-01,8.194831227188827949e-01,8.419869129825332532e-01,7.710038933367324709e-01,7.275071278069263903e-01,7.741687877814963370e-01,8.392666713259044897e-01,7.822128369253328328e-01,7.529770559557631415e-01,7.308959839878248488e-01,6.964445080859642534e-01,6.741144995640618864e-01,6.789269656019185639e-01,6.591646163304227812e-01,6.305799132890106407e-01,6.222772155854050524e-01,5.899550010121628052e-01,5.387737993274053228e-01,5.071625046979620910e-01,5.058522780669301167e-01,4.800463840771569402e-01,4.725892150297938965e-01,4.659270953222668377e-01,4.287065411195091214e-01,4.212886677333979035e-01,3.748204400964377792e-01,3.937182043098872430e-01,3.522524636114369168e-01,3.140323759820551341e-01,2.983866408993490760e-01,5.846280832320942533e-01,6.565657259001357327e-01,6.868201853157458459e-01,7.270430507903935524e-01,7.410583490289650577e-01,6.765287016065761883e-01,6.178124269115976563e-01,6.365379879870455282e-01,5.571868686114298530e-01,5.634859265992766542e-01,5.813593497377753661e-01,5.968950665500456498e-01,5.998133041112212460e-01,5.613870813399610693e-01,5.158624644198003262e-01,5.215548775268207260e-01,4.461262574549417215e-01,4.575267305019035113e-01,3.946452518990264391e-01,3.907270525435433406e-01,5.429905196002317025e-01,8.976730740220484339e-01
7.873354345728115211e-01,7.924754712488832897e-01,8.951018601632247940e-01,8.549133216244299005e-01,9.111988762497462702e-01,9.456655881262514551e-01,1.000000000000000000e+00,9.297135840552764874e-01,6.402383882095369350e-01,6.822364632604270840e-01,7.415700227213413154e-01,7.383986476387296438e-01,8.002867612690146570e-01,8.287622322520320495e-01,7.803593438098377355e-01,8.445463476802672620e-01,7.115788283531847558e-01,7.311751049956083381e-01,7.894591652166274010e-01,8.446719046395513297e-01,8.801850766436594142e-01,9.087122242054840315e-01,8.590398977468302055e-01,9.292934740129679128e-01,7.923473910175492518e-01,8.194784400186649886e-01,8.533232426467540765e-01,8.941745327489746265e-01,8.071729373764197080e-01,7.686122841511321413e-01,8.242971286389260133e-01,8.933132626572869439e-01,8.364562255635589194e-01,8.069989357857105805e-01,7.852299638851202301e-01,7.506274635519620819e-01,7.279501008972347753e-01,7.332102720404271023e-01,7.133534879146821162e-01,6.847683414098932886e-01,6.765068046814283198e-01,6.442802582637223718e-01,5.929282750296869242e-01,5.611427555095065411e-01,5.601864514610531698e-01,5.339725167811222306e-01,5.268518951049367960e-01,5.202330206498249066e-01,4.823716808312437099e-01,4.754663589687860847e-01,4.291545798962788094e-01,4.476653065338200843e-01,4.054551906447159126e-01,3.679950413079439153e-01,3.526566455587860638e-01,6.238719690258098804e-01,6.987926409257366744e-01,7.331969326033348500e-01,7.765300209014158739e-01,7.939597100886464087e-01,7.284909049306065310e-01,6.620013240539057708e-01,6.844741845609989550e-01,5.962348379673680920e-01,6.088375240716027426e-01,6.302234811503418799e-01,6.484358811734288741e-01,6.529899784782302596e-01,6.154745454817407424e-01,5.642134230868249833e-01,5.739333801393882162e-01,4.975257925422306160e-01,5.102921046710484632e-01,4.437640844626845604e-01,4.425701263014646392e-01,5.174274581457194433e-01,8.435583554976748832e-01
7.200160446422658733e-01,7.224891528730644774e-01,8.280233852909519854e-01,7.846314110737108161e-01,8.425073644246023896e-01,8.765314066013973893e-01,9.297135840552764874e-01,1.000000000000000000e+00,5.756425224609160729e-01,6.206560062697230595e-01,6.779798234817506764e-01,6.711252605890055678e-01,7.312560718775940050e-01,7.615443028383225288e-01,7.226370225781868495e-01,7.813962427111241782e-01,6.607376340288790839e-01,6.866833934292067010e-01,7.439966530916873877e-01,7.984807961141532351e-01,8.209691777684164915e-01,8.591438223354294079e-01,8.340078735490767947e-01,9.149956053063408312e-01,7.709171618036724238e-01,8.123879916260200451e-01,8.545629212573842004e-01,9.364461430824791988e-01,8.190380181628806877e-01,7.935859746812208293e-01,8.682875344007302543e-01,9.614141037226656694e-01,9.041316994452560651e-01,8.690132798121166235e-01,8.515336809633718973e-01,8.191236638339730591e-01,7.900515332295678927e-01,7.986507698160441038e-01,7.818891929707315613e-01,7.495138175585687179e-01,7.448776953423184022e-01,7.117537291213881234e-01,6.617244486049027596e-01,6.250229583563120528e-01,6.274253604123802841e-01,6.033931243532253408e-01,5.927425540951396510e-01,5.881603257185711309e-01,5.449918375627478273e-01,5.407406611853209366e-01,4.963780973830058674e-01,5.170571938073600382e-01,4.665189945392870241e-01,4.321820103411251335e-01,4.209808354170755385e-01,6.509806711708974181e-01,7.295430678546945824e-01,7.718801090664043629e-01,8.215450939545017039e-01,8.501775320829708660e-01,7.828930089125660796e-01,6.980191107355840918e-01,7.284960937236617529e-01,6.236077691264800826e-01,6.485042143750836541e-01,6.776153117039531715e-01,7.028144026142422174e-01,7.128208101284404519e-01,6.797985212910857555e-01,6.112558393516256405e-01,6.315852798554030256e-01,5.527819592710987440e-01,5.695374816720016886e-01,4.936215598045228248e-01,4.993258569272711611e-01,4.641204873709406931e-01,7.761838066504459510e-01
7.437749088969265454e-01,7.875826768174885029e-01,7.005427575716307587e-01,7.617843060057916116e-01,7.275987940156383171e-01,6.792199380328226566e-01,6.402383882095369350e-01,5.756425224609160729e-01,1.000000000000000000e+00,9.434870148837031234e-01,8.974007764466932491e-01,8.960534090843053079e-01,8.292794594601805569e-01,8.101446460116841219e-01,8.431766179314154064e-01,7.942361786280974778e-01,8.532262481715665592e-01,8.106131791158537325e-01,7.894192549913363610e-01,7.559400406774399173e-01,7.536576815217999048e-01,7.114902035931527369e-01,6.940070650177669886e-01,6.449725038159974666e-01,7.018091612247262523e-01,6.572753955714017993e-01,6.369024047856286508e-01,5.785059612574714460e-01,6.072030861726692708e-01,5.592774418051806862e-01,5.419669832101259299e-01,5.476794094481732822e-01,5.001273393499430231e-01,4.905152613913187354e-01,4.599718515050450485e-01,4.202056979425572436e-01,4.251931468117717827e-01,4.175921989780685406e-01,3.856452265913540289e-01,3.775162884138182351e-01,3.523444207861573529e-01,3.275069598682547323e-01,2.707356648842605962e-01,2.696959710775130858e-01,2.502333665933359486e-01,2.089187073045821741e-01,2.270095556024503969e-01,2.078448276457297572e-01,2.036379497246970649e-01,1.823822853397654153e-01,1.258563589677442751e-01,1.256800289358831479e-01,1.405621998193594679e-01,8.737225367011891564e-02,4.356476050948976386e-02,4.687659639297030445e-01,5.042010585029321756e-01,5.009166942375049558e-01,5.109719001396682003e-01,4.949616667269756132e-01,4.505861021672247224e-01,4.623257916546615887e-01,4.509396379815996392e-01,4.486750011198750165e-01,4.103900295932758624e-01,3.979121785597891092e-01,3.866496691847377543e-01,3.696538204656937276e-01,3.170941802443854041e-01,3.460174324110640853e-01,3.100377385949865117e-01,2.533740979148659811e-01,2.461236073958984472e-01,2.307431038964473657e-01,1.968880235086676311e-01,8.209321853716071704e-01,7.268429742265885007e-01
7.527851873224642443e-01,8.001881243524481269e-01,7.299351362650925434e-01,7.895605714388930219e-01,7.666605801943002785e-01,7.161304393323637552e-01,6.822364632604270840e-01,6.206560062697230595e-01,9.434870148837031234e-01,1.000000000000000000e+00,9.382925432578234082e-01,9.146383387427616807e-01,8.552582976109273094e-01,8.460830741346272443e-01,8.952138557025060006e-01,8.376790409519107028e-01,9.080126985869281242e-01,8.663342155671658329e-01,8.452591210122092358e-01,8.085897310868728205e-01,7.996839903028030161e-01,7.595067216359807638e-01,7.477681149146448991e-01,6.939515813988792470e-01,7.581808868326883610e-01,7.129119349450081522e-01,6.909957049329753520e-01,6.283643218309100664e-01,6.627891124614522234e-01,6.152647375138429187e-01,5.952596977822665059e-01,5.948725604871387684e-01,5.495102224838395166e-01,5.421991512744093189e-01,5.112028497081572143e-01,4.712758531962807362e-01,4.787216479958085191e-01,4.701890902742158485e-01,4.373213704371521349e-01,4.311011392957454502e-01,4.046382151614353884e-01,3.806510833649231484e-01,3.236738307704218887e-01,3.247880056190973752e-01,3.042884088127288944e-01,2.618240306944954465e-01,2.818025649127690047e-01,2.618744976889713083e-01,2.594380442670712883e-01,2.376568458578242060e-01,1.807281828916913469e-01,1.791522071654404469e-01,1.968252129918749427e-01,1.433141887632368716e-01,9.824996892325077447e-02,5.249172794508927264e-01,5.606829193101070530e-01,5.568488858116724671e-01,5.656464770103800666e-01,5.479648900257161337e-01,5.053231142022516220e-01,5.188333110383758218e-01,5.071194759401318475e-01,5.045535142830970265e-01,4.668868956986538254e-01,4.542755550178436685e-01,4.424220439165610363e-01,4.246922417946038530e-01,3.716154547213718073e-01,4.025300846844054314e-01,3.660190235710673035e-01,3.098112922409372860e-01,3.022459628372509144e-01,2.871704520828329832e-01,2.533539236039537013e-01,8.172231365305903106e-01,7.475435327994213175e-01
