1.000000000000000000e+00,9.776855515599082169e-01,8.926728884952253029e-01,8.737164009118956187e-01,9.433869817619568998e-01,9.456468159893590686e-01,7.551175128602032327e-01,7.542544499644383560e-01,7.148327418999278482e-01,7.242654822709231333e-01,7.158106658249028253e-01,7.331159683746322209e-01,9.358720643371998271e-01,8.438531111148958042e-01,8.663284723336825977e-01,7.358818419181176740e-01,9.258822736541867382e-01,8.155244857359262856e-01,7.615468294748539702e-01,8.065754784965063484e-01,8.557238080499952604e-01,8.830261045102528739e-01,7.307014664153580474e-01,6.446867242526660435e-01,6.701189577862659563e-01,6.988193858742761666e-01,7.352918522244445976e-01,6.273265508451653094e-01,5.304946014186000536e-01,5.692608605608360239e-01,5.959440123273886947e-01,6.403116884908917061e-01,5.197912117429319689e-01,5.751776615806635240e-01,4.895902722933107576e-01,5.284319174613941739e-01,5.914329029138839511e-01,6.225678620317203205e-01,6.401667726782149792e-01,5.215181187401559670e-01,4.753555701791183363e-01,5.594447954074142082e-01,5.555214452285804905e-01,6.240947636378856300e-01,6.270361877137955453e-01,9.130045211023301022e-01,8.753763106305327835e-01,8.465401618078265411e-01,8.873926561009677361e-01,7.815314773357932010e-01,8.061287887184537260e-01,7.206698391608421517e-01,6.968246824328812039e-01,6.528549455847345584e-01,6.307405496662572553e-01,6.510014206443368590e-01,6.441277584790234823e-01,6.790921541927505967e-01,5.439245414873756790e-01,5.568830483072558790e-01,7.306604765820643443e-01
9.776855515599082169e-01,1.000000000000000000e+00,9.100868870207167172e-01,8.906949235672981802e-01,9.214285741848613487e-01,9.244286348754584548e-01,7.718449256285695448e-01,7.716553605216889267e-01,7.318227093589193544e-01,7.399741225041858161e-01,7.354711734818036861e-01,7.537324329892366448e-01,9.481829177213834114e-01,8.571508769429159180e-01,8.491232737670741937e-01,7.166640858324790919e-01,9.178085124369319558e-01,8.054719610404298402e-01,7.832166026207411091e-01,8.253984999223156205e-01,8.780042323096632906e-01,9.051483367476088615e-01,7.528503526258620848e-01,6.669971009613910873e-01,6.865607500120378681e-01,7.180554236694239867e-01,7.422681255995926541e-01,6.376236074132115572e-01,5.483382985756837247e-01,5.853168874089182960e-01,6.173726160722412537e-01,6.613840006354281265e-01,5.419414351725173606e-01,5.967279023194391741e-01,5.114505541877132355e-01,5.496206778661902881e-01,5.744325951992064194e-01,6.045891663835583074e-01,6.216144395999652073e-01,5.032040971994644618e-01,4.583754258515571056e-01,5.442490082941119356e-01,5.406877417047843970e-01,6.121760944254919234e-01,6.128662119401966368e-01,8.938566265464433780e-01,8.618939196682715576e-01,8.243360313130456696e-01,8.654268747388815797e-01,7.597928787592249655e-01,7.882245277551178653e-01,7.167066764864894468e-01,6.952320072023250308e-01,6.473052843949712587e-01,6.257785795211658897e-01,6.508459518188234316e-01,6.218244844476321642e-01,6.574955400033161146e-01,5.237017455642760666e-01,5.350000428967890409e-01,7.137507530714568560e-01
8.926728884952253029e-01,9.100868870207167172e-01,1.000000000000000000e+00,9.805039681711839039e-01,8.389608513622202057e-01,8.393099222762797629e-01,7.603446186557140107e-01,7.643510113936133887e-01,7.248469426798906934e-01,7.249701953176046487e-01,7.478030236742336800e-01,7.741226643809767660e-01,8.823448828200642913e-01,8.186057697179948134e-01,7.595382148604128414e-01,6.286633527054367176e-01,8.300980663066672705e-01,7.183525198844933346e-01,8.557491566223964785e-01,9.132734751024157438e-01,9.114684313485702516e-01,9.448628409758725866e-01,7.981415489643928218e-01,7.243870668068124186e-01,7.764567648382592058e-01,8.053936800585199673e-01,8.133116375543273380e-01,7.196211379619696924e-01,6.377877142490537832e-01,6.751537806202625447e-01,6.540454035771863239e-01,6.919608160841751454e-01,6.112554622532755388e-01,6.738178888647614606e-01,5.571483861537982474e-01,5.846738223557990111e-01,5.534741138646283032e-01,5.771035651416225321e-01,5.901281988072979434e-01,4.756902902136179723e-01,4.397103968327469303e-01,5.339270574508692135e-01,5.323462212268461613e-01,6.162544564541556635e-01,6.060119579593958861e-01,8.397211288842153509e-01,8.378540024191216684e-01,7.470975805020282356e-01,7.847555648980166776e-01,6.994659195214052438e-01,7.530018057731784342e-01,7.500280085252447604e-01,7.389199972409357109e-01,6.776822293872002412e-01,6.592937217189236421e-01,7.016240760228620310e-01,5.534276798417057108e-01,6.013869162501488397e-01,4.377208730227318823e-01,4.566160049185074010e-01,6.885470707048284567e-01
8.737164009118956187e-01,8.906949235672981802e-01,9.805039681711839039e-01,1.000000000000000000e+00,8.207911676563393044e-01,8.207820404439269968e-01,7.515544015225100738e-01,7.563024555491660861e-01,7.174539968480204699e-01,7.160177456428118425e-01,7.441285815799427716e-01,7.718124352034444469e-01,8.636730916779936651e-01,8.041884985017799803e-01,7.403390734347665703e-01,6.099635222859403072e-01,8.106153729497712623e-01,6.989349265059208172e-01,8.667820392061813539e-01,9.306362449072949072e-01,9.060122761718361062e-01,9.358327795245924285e-01,8.016808389018712511e-01,7.324416636793557034e-01,7.958645997196549526e-01,8.231562454550694907e-01,8.280089948682567424e-01,7.377004613610742556e-01,6.567531846905738657e-01,6.946026071906523658e-01,6.571961763766627218e-01,6.932656444081192193e-01,6.234510168484095338e-01,6.881848285507359275e-01,5.631465855921475860e-01,5.878848345947500498e-01,5.488087563699362015e-01,5.709421030801546948e-01,5.830632012216858673e-01,4.699747033386448836e-01,4.360017741545573200e-01,5.316261640575408176e-01,5.304789757255625737e-01,6.165857060300162784e-01,6.040383219765411704e-01,8.254322535464936328e-01,8.286650271087663278e-01,7.303030295455860132e-01,7.671909846797966281e-01,6.860049842463178393e-01,7.436939174924945828e-01,7.556704072086133372e-01,7.472629829291588255e-01,6.834615138356728847e-01,6.659626468625156059e-01,7.120887761610795730e-01,5.390007583013500803e-01,5.892724694356126225e-01,4.196163875364811169e-01,4.402465903430706762e-01,6.820192559968796253e-01
9.433869817619568998e-01,9.214285741848613487e-01,8.389608513622202057e-01,8.207911676563393044e-01,1.000000000000000000e+00,9.907416150456728188e-01,7.165786817349204529e-01,7.140281054398683880e-01,6.762232523752871316e-01,6.888111694312599731e-01,6.700144812510520076e-01,6.844283349981262754e-01,8.952714284544865952e-01,8.106708507073001613e-01,9.104415429373212687e-01,7.883358099298982680e-01,9.286396355862167606e-01,8.418434232381338811e-01,7.049415970598500447e-01,7.522531205761006090e-01,8.005016589665503446e-01,8.265775826404871962e-01,6.765892430222362197e-01,5.893568850492392208e-01,6.196615669468623633e-01,6.443602462902645600e-01,7.009464468963877426e-01,5.878914303752027504e-01,4.782619003448929096e-01,5.197793380498365590e-01,5.451166911405875837e-01,5.906146439073873822e-01,4.633948704670826091e-01,5.186140680426398752e-01,4.371910065530092426e-01,4.786080672337462705e-01,6.223818324702841132e-01,6.567019308704024061e-01,6.762593379046200059e-01,5.576389875745368929e-01,5.070689289463516936e-01,5.846398333762015120e-01,5.795844218938258630e-01,6.383112221321380897e-01,6.481692517353270233e-01,9.367334526533106498e-01,8.831317848881715671e-01,9.026638859703676188e-01,9.439884442949781906e-01,8.307077773534864429e-01,8.360595581747095606e-01,7.110427622695569827e-01,6.819728185062392534e-01,6.487862037111187252e-01,6.255203945520837472e-01,6.336019088707871560e-01,6.987580126651133927e-01,7.282316814522576953e-01,5.987561449428602245e-01,6.134932916709505690e-01,7.592215468702727676e-01
9.456468159893590686e-01,9.244286348754584548e-01,8.393099222762797629e-01,8.207820404439269968e-01,9.907416150456728188e-01,1.000000000000000000e+00,7.246773974637303883e-01,7.219485230730042780e-01,6.843633499871475401e-01,6.972292731505479457e-01,6.772324753092991978e-01,6.910978386273716190e-01,9.022577566285340245e-01,8.190579712601194773e-01,9.147451735597477152e-01,7.891187338140200902e-01,9.378939604520237783e-01,8.490664338996778415e-01,7.076494905311643269e-01,7.527789896432555139e-01,8.048960852457472948e-01,8.298762914243662525e-01,6.817111761604595088e-01,5.939179615183947103e-01,6.185439320721786149e-01,6.449125531204332740e-01,6.962830900235799092e-01,5.840062464638401396e-01,4.777384344977114727e-01,5.182981114615065055e-01,5.514078641081792131e-01,5.971521503157857236e-01,4.670138343953056381e-01,5.211571209183705200e-01,4.430782770525235614e-01,4.851771766201711245e-01,6.132861947256502688e-01,6.477378014740289291e-01,6.674002719305571762e-01,5.488322415689570466e-01,4.980315955157756935e-01,5.754064266119183202e-01,5.703383338905064770e-01,6.291515730499587233e-01,6.389123006696395546e-01,9.277823063018931782e-01,8.746482166346359888e-01,8.979621734501626040e-01,9.400827709611869754e-01,8.232380192008105224e-01,8.268362009030149062e-01,7.033308430353382157e-01,6.747173334202007933e-01,6.405461658542010994e-01,6.173467782318908803e-01,6.265535710371882283e-01,6.933168696958913468e-01,7.209423735423327040e-01,5.981109173921947963e-01,6.103307728521696340e-01,7.500106159631410030e-01
7.551175128602032327e-01,7.718449256285695448e-01,7.603446186557140107e-01,7.515544015225100738e-01,7.165786817349204529e-01,7.246773974637303883e-01,1.000000000000000000e+00,9.888996248007884127e-01,9.595684776810995409e-01,9.644410227178259465e-01,9.302553529713326608e-01,9.165239662531187159e-01,8.183938201804722423e-01,9.044786229486475593e-01,7.054998711593181149e-01,5.865946119677226678e-01,7.778261859838733194e-01,7.370325664120153109e-01,7.848840750687615664e-01,7.440299134982973905e-01,8.444908199882931177e-01,8.151137430526078642e-01,8.521227737483130227e-01,7.758118469398698203e-01,6.215520176752391546e-01,6.870797834859521114e-01,5.845736439861802802e-01,5.176641536781774189e-01,5.268764656084494735e-01,5.326332555221712228e-01,7.942076613084301240e-01,8.420181571421766487e-01,6.413873385243683556e-01,6.548826790229484995e-01,6.829767280159391163e-01,7.393112895433548992e-01,3.466171613143647079e-01,3.778124018311842525e-01,3.958284700303019710e-01,2.770472571459633437e-01,2.305343891360170927e-01,3.162727869847529183e-01,3.129084962937499492e-01,3.877403258114411333e-01,3.855051699474346671e-01,6.683862228960557594e-01,6.341762654784035558e-01,6.313108339275823599e-01,6.720985210735102022e-01,5.484801666735461545e-01,5.612667916761546749e-01,5.109915310491746077e-01,4.993881935260741090e-01,4.387386346151096461e-01,4.198559417023001172e-01,4.637257527912398425e-01,4.305223883341373625e-01,4.469788108039406405e-01,3.988365429707030341e-01,3.737680039528253895e-01,4.859071771774596815e-01
7.542544499644383560e-01,7.716553605216889267e-01,7.643510113936133887e-01,7.563024555491660861e-01,7.140281054398683880e-01,7.219485230730042780e-01,9.888996248007884127e-01,1.000000000000000000e+00,9.596733225125109179e-01,9.579732273021784872e-01,9.401661391409085189e-01,9.276084012318593919e-01,8.169011724172139388e-01,9.000860059887254572e-01,6.998139933754503605e-01,5.793093241215596656e-01,7.736885429132036585e-01,7.289931916164805736e-01,7.943072746046703214e-01,7.513506259322968450e-01,8.498325788065980158e-01,8.193675453410232956e-01,8.630202712767990336e-01,7.868637233296120748e-01,6.307277134987075984e-01,6.967248185551426776e-01,5.906515734960353647e-01,5.256185706242366695e-01,5.373554427563871361e-01,5.424869906112699258e-01,8.033079498827844223e-01,8.513265451774606474e-01,6.522893541995102851e-01,6.659704080442980789e-01,6.917752779969374988e-01,7.471025160253468300e-01,3.461147823168480020e-01,3.768233623004226818e-01,3.945458408204225442e-01,2.758282036669652548e-01,2.300463553611864498e-01,3.166218690903105371e-01,3.134199863793932783e-01,3.893085165249879909e-01,3.862198081925817261e-01,6.673258335375090722e-01,6.345102493798608911e-01,6.272743901035984226e-01,6.683918542275502084e-01,5.454047666632142466e-01,5.604189046896015380e-01,5.145762478270030638e-01,5.037509430840934055e-01,4.422638861261399823e-01,4.236548538207890457e-01,4.687720581152258204e-01,4.256226006827641406e-01,4.436037002660683237e-01,3.907071166885570657e-01,3.670780441263068461e-01,4.854352619547730452e-01
7.148327418999278482e-01,7.318227093589193544e-01,7.248469426798906934e-01,7.174539968480204699e-01,6.762232523752871316e-01,6.843633499871475401e-01,9.595684776810995409e-01,9.596733225125109179e-01,1.000000000000000000e+00,9.753915988465631237e-01,9.415068103330996863e-01,9.146724372073088416e-01,7.779922848441372940e-01,8.646538828952264888e-01,6.675404973309071455e-01,5.517961018701285081e-01,7.381591072371824769e-01,7.037953022619334309e-01,7.662972868631147128e-01,7.166581942798533333e-01,8.113495224769542435e-01,7.799606437485623323e-01,8.452605835702970971e-01,7.817940352809102933e-01,6.025668484637554112e-01,6.705929513848030155e-01,5.538287877243148749e-01,4.932094645978248870e-01,5.177965909570467762e-01,5.181693811039003172e-01,8.190355475280157727e-01,8.646318174867653195e-01,6.525214296710698525e-01,6.565658671987901762e-01,7.103636915115680850e-01,7.703001526843582525e-01,3.064176828375256845e-01,3.374658146715169282e-01,3.554281021219082293e-01,2.366541932987548114e-01,1.903370239174672074e-01,2.765057042816980726e-01,2.732492197836976500e-01,3.489821773915500192e-01,3.459942620997570328e-01,6.280385186944348330e-01,5.944177805961327055e-01,5.916877238080410217e-01,6.322317671825057328e-01,5.083231744167068245e-01,5.209639215284804781e-01,4.749165445669346619e-01,4.647290554901697401e-01,4.025808550526333018e-01,3.841704166337412962e-01,4.305218997514130841e-01,3.917927787665143047e-01,4.069827701439809875e-01,3.666064542992228947e-01,3.378667099034894372e-01,4.457254356935211881e-01
7.242654822709231333e-01,7.399741225041858161e-01,7.249701953176046487e-01,7.160177456428118425e-01,6.888111694312599731e-01,6.972292731505479457e-01,9.644410227178259465e-01,9.579732273021784872e-01,9.753915988465631237e-01,1.000000000000000000e+00,9.195225573570592337e-01,8.959985731919336560e-01,7.881755612948625478e-01,8.781369510015860635e-01,6.854787396809955968e-01,5.726155989996271067e-01,7.531279959389652889e-01,7.252324674662384840e-01,7.535085662213171220e-01,7.093406473004211232e-01,8.089480321085147363e-01,7.796478022905539706e-01,8.274294054952121558e-01,7.594477146954574653e-01,5.897008576526363566e-01,6.564609673769449261e-01,5.491486734534123393e-01,4.836538650464790035e-01,5.000043171705231826e-01,5.028351334833427444e-01,7.944704459350018233e-01,8.400386686513726664e-01,6.288677561085205259e-01,6.351176110606724379e-01,6.861277798717538845e-01,7.467263361812630507e-01,3.158205555188128288e-01,3.477867953062968587e-01,3.662941032420087284e-01,2.474811583349990629e-01,1.997726126275998215e-01,2.842449916060180160e-01,2.806643474079643097e-01,3.542155758747883576e-01,3.529675004033022701e-01,6.381029604481117667e-01,6.019268055108002446e-01,6.071435021399811394e-01,6.469951813829437626e-01,5.222891624656268439e-01,5.308301066145550973e-01,4.758591563369936051e-01,4.639520077869961900e-01,4.036483976973597176e-01,3.846336703989740036e-01,4.281727912819908166e-01,4.090911043303425698e-01,4.216312013897693944e-01,3.888933683368770433e-01,3.581039988546249608e-01,4.549625323303641000e-01
