1.000000000000000000e+00,9.776855515599082169e-01,9.552225800028230074e-01,8.926728884952253029e-01,8.737164009118956187e-01,9.039030355471197042e-01,9.433869817619568998e-01,9.456468159893590686e-01,9.475428248595098024e-01,7.551175128602032327e-01,7.542544499644383560e-01,7.148327418999278482e-01,7.242654822709231333e-01,7.071256531746524798e-01,7.158106658249028253e-01,7.331159683746322209e-01,9.358720643371998271e-01,8.438531111148958042e-01,8.901046297105000837e-01,8.663284723336825977e-01,7.358818419181176740e-01,8.341492565385254521e-01,9.258822736541867382e-01,8.155244857359262856e-01,8.938169630521720643e-01,7.615468294748539702e-01,8.065754784965063484e-01,8.538027104718914906e-01,8.557238080499952604e-01,8.830261045102528739e-01,8.515253185219029408e-01,7.307014664153580474e-01,6.446867242526660435e-01,7.100420967641143388e-01,6.701189577862659563e-01,6.988193858742761666e-01,6.772095047292202574e-01,7.352918522244445976e-01,6.273265508451653094e-01,6.041499038459992033e-01,5.304946014186000536e-01,5.692608605608360239e-01,4.591796419486935399e-01,5.959440123273886947e-01,6.403116884908917061e-01,6.412968377321472957e-01,5.197912117429319689e-01,5.751776615806635240e-01,5.093022116662756504e-01,4.895902722933107576e-01,5.284319174613941739e-01,5.914329029138839511e-01,6.225678620317203205e-01,6.401667726782149792e-01,5.215181187401559670e-01,4.753555701791183363e-01,5.594447954074142082e-01,5.555214452285804905e-01,6.240947636378856300e-01,6.270361877137955453e-01,9.130045211023301022e-01,8.753763106305327835e-01,9.284713248877169978e-01,8.465401618078265411e-01,8.873926561009677361e-01,7.923540532664009595e-01,7.815314773357932010e-01,8.061287887184537260e-01,7.206698391608421517e-01,6.968246824328812039e-01,7.502160372927068055e-01,6.528549455847345584e-01,6.307405496662572553e-01,6.510014206443368590e-01,6.441277584790234823e-01,6.790921541927505967e-01,5.759108515150732632e-01,5.439245414873756790e-01,5.568830483072558790e-01,6.214534756704621632e-01,7.306604765820643443e-01
9.776855515599082169e-01,1.000000000000000000e+00,9.545362648261864758e-01,9.100868870207167172e-01,8.906949235672981802e-01,9.216018711151554577e-01,9.214285741848613487e-01,9.244286348754584548e-01,9.256567850154514554e-01,7.718449256285695448e-01,7.716553605216889267e-01,7.318227093589193544e-01,7.399741225041858161e-01,7.243366249532741108e-01,7.354711734818036861e-01,7.537324329892366448e-01,9.481829177213834114e-01,8.571508769429159180e-01,9.062425035666440420e-01,8.491232737670741937e-01,7.166640858324790919e-01,8.149847027421257550e-01,9.178085124369319558e-01,8.054719610404298402e-01,8.824508533487699369e-01,7.832166026207411091e-01,8.253984999223156205e-01,8.553418281432779713e-01,8.780042323096632906e-01,9.051483367476088615e-01,8.738364426986527933e-01,7.528503526258620848e-01,6.669971009613910873e-01,7.323261145070114608e-01,6.865607500120378681e-01,7.180554236694239867e-01,6.928723262065316080e-01,7.422681255995926541e-01,6.376236074132115572e-01,6.163971778604828700e-01,5.483382985756837247e-01,5.853168874089182960e-01,4.773756141046074930e-01,6.173726160722412537e-01,6.613840006354281265e-01,6.615594313117825198e-01,5.419414351725173606e-01,5.967279023194391741e-01,5.316133072957078820e-01,5.114505541877132355e-01,5.496206778661902881e-01,5.744325951992064194e-01,6.045891663835583074e-01,6.216144395999652073e-01,5.032040971994644618e-01,4.583754258515571056e-01,5.442490082941119356e-01,5.406877417047843970e-01,6.121760944254919234e-01,6.128662119401966368e-01,8.938566265464433780e-01,8.618939196682715576e-01,9.212622431830046477e-01,8.243360313130456696e-01,8.654268747388815797e-01,7.704187841130258896e-01,7.597928787592249655e-01,7.882245277551178653e-01,7.167066764864894468e-01,6.952320072023250308e-01,7.456698460474161516e-01,6.473052843949712587e-01,6.257785795211658897e-01,6.508459518188234316e-01,6.218244844476321642e-01,6.574955400033161146e-01,5.536406496778694120e-01,5.237017455642760666e-01,5.350000428967890409e-01,6.005850861002871577e-01,7.137507530714568560e-01
9.552225800028230074e-01,9.545362648261864758e-01,1.000000000000000000e+00,9.197037282582081197e-01,9.033923461758543993e-01,9.288398544534327561e-01,9.143945021616792790e-01,9.123656410548004470e-01,9.174321497498775235e-01,7.317529685545625107e-01,7.325656032854925837e-01,6.923399288675551322e-01,6.987601302542179038e-01,6.852315775749679982e-01,7.014038877571107111e-01,7.225939966634234990e-01,9.029366707298540629e-01,8.132081888720262830e-01,8.638590861612853722e-01,8.276856466548060398e-01,7.028473567830779700e-01,7.998115763458859551e-01,8.811072663524757154e-01,7.714244454890637481e-01,8.498444413624564042e-01,7.773197427628093514e-01,8.340309308247413345e-01,8.984012057645923699e-01,8.563152200661416913e-01,8.894888617711071976e-01,8.552843715762308285e-01,7.315932117841252857e-01,6.508788794734873262e-01,7.186619270528489256e-01,7.050715320876097536e-01,7.267230384157961076e-01,7.135260402230709786e-01,7.795550391528338618e-01,6.700370155358668089e-01,6.452547151312075790e-01,5.631224697594723327e-01,6.053692751016357398e-01,4.911699424828439575e-01,5.910330707159882069e-01,6.329111133603548822e-01,6.298319201962342406e-01,5.327476120367529155e-01,5.937213602685769143e-01,5.163376202155367523e-01,4.886247215143977307e-01,5.222535191027168899e-01,6.110012724695130792e-01,6.389883614724080063e-01,6.545352876557252175e-01,5.371725491908057037e-01,4.952812602050142843e-01,5.838683150309655900e-01,5.808078968064298575e-01,6.552182338402610107e-01,6.536523298332389542e-01,9.183328303587128261e-01,9.012398635404653691e-01,9.648970621099166589e-01,8.269061713749528142e-01,8.631104876586856989e-01,7.706412603313927967e-01,7.778240158558197281e-01,8.211449706905048496e-01,7.620660324436363542e-01,7.399125319350084995e-01,7.911065792643756645e-01,6.927688503893709715e-01,6.712246200160020271e-01,6.948073990154708390e-01,6.331414574856757405e-01,6.778948927926349288e-01,5.667192797376870983e-01,5.149591718295932763e-01,5.367469824251480670e-01,5.947516362714598825e-01,7.497698643300449994e-01
8.926728884952253029e-01,9.100868870207167172e-01,9.197037282582081197e-01,1.000000000000000000e+00,9.805039681711839039e-01,9.884368764855886447e-01,8.389608513622202057e-01,8.393099222762797629e-01,8.426627754902213940e-01,7.603446186557140107e-01,7.643510113936133887e-01,7.248469426798906934e-01,7.249701953176046487e-01,7.192129088602248199e-01,7.478030236742336800e-01,7.741226643809767660e-01,8.823448828200642913e-01,8.186057697179948134e-01,8.687860099624905574e-01,7.595382148604128414e-01,6.286633527054367176e-01,7.268649636162483052e-01,8.300980663066672705e-01,7.183525198844933346e-01,7.935840932662824310e-01,8.557491566223964785e-01,9.132734751024157438e-01,8.930765953780440691e-01,9.114684313485702516e-01,9.448628409758725866e-01,9.156753871055295368e-01,7.981415489643928218e-01,7.243870668068124186e-01,7.931792045329200125e-01,7.764567648382592058e-01,8.053936800585199673e-01,7.824871266026550698e-01,8.133116375543273380e-01,7.196211379619696924e-01,7.022630719220708251e-01,6.377877142490537832e-01,6.751537806202625447e-01,5.665063995239500994e-01,6.540454035771863239e-01,6.919608160841751454e-01,6.832667565795793596e-01,6.112554622532755388e-01,6.738178888647614606e-01,5.915222037063652127e-01,5.571483861537982474e-01,5.846738223557990111e-01,5.534741138646283032e-01,5.771035651416225321e-01,5.901281988072979434e-01,4.756902902136179723e-01,4.397103968327469303e-01,5.339270574508692135e-01,5.323462212268461613e-01,6.162544564541556635e-01,6.060119579593958861e-01,8.397211288842153509e-01,8.378540024191216684e-01,8.983612996347224433e-01,7.470975805020282356e-01,7.847555648980166776e-01,6.910432072470455989e-01,6.994659195214052438e-01,7.530018057731784342e-01,7.500280085252447604e-01,7.389199972409357109e-01,7.746441569456760101e-01,6.776822293872002412e-01,6.592937217189236421e-01,7.016240760228620310e-01,5.534276798417057108e-01,6.013869162501488397e-01,4.875549331231548988e-01,4.377208730227318823e-01,4.566160049185074010e-01,5.164358428442052951e-01,6.885470707048284567e-01
8.737164009118956187e-01,8.906949235672981802e-01,9.033923461758543993e-01,9.805039681711839039e-01,1.000000000000000000e+00,9.689438532624200517e-01,8.207911676563393044e-01,8.207820404439269968e-01,8.243962422690649383e-01,7.515544015225100738e-01,7.563024555491660861e-01,7.174539968480204699e-01,7.160177456428118425e-01,7.122618637761823912e-01,7.441285815799427716e-01,7.718124352034444469e-01,8.636730916779936651e-01,8.041884985017799803e-01,8.531330801786776163e-01,7.403390734347665703e-01,6.099635222859403072e-01,7.080693202908132644e-01,8.106153729497712623e-01,6.989349265059208172e-01,7.740880690294342781e-01,8.667820392061813539e-01,9.306362449072949072e-01,8.949469282784660029e-01,9.060122761718361062e-01,9.358327795245924285e-01,9.122003349078464662e-01,8.016808389018712511e-01,7.324416636793557034e-01,8.014125886361591622e-01,7.958645997196549526e-01,8.231562454550694907e-01,8.019800075350549395e-01,8.280089948682567424e-01,7.377004613610742556e-01,7.212143609584378279e-01,6.567531846905738657e-01,6.946026071906523658e-01,5.853219158401932187e-01,6.571961763766627218e-01,6.932656444081192193e-01,6.825497619572413743e-01,6.234510168484095338e-01,6.881848285507359275e-01,6.011244354863055639e-01,5.631465855921475860e-01,5.878848345947500498e-01,5.488087563699362015e-01,5.709421030801546948e-01,5.830632012216858673e-01,4.699747033386448836e-01,4.360017741545573200e-01,5.316261640575408176e-01,5.304789757255625737e-01,6.165857060300162784e-01,6.040383219765411704e-01,8.254322535464936328e-01,8.286650271087663278e-01,8.859536097345508399e-01,7.303030295455860132e-01,7.671909846797966281e-01,6.740683534883684658e-01,6.860049842463178393e-01,7.436939174924945828e-01,7.556704072086133372e-01,7.472629829291588255e-01,7.788133971009871814e-01,6.834615138356728847e-01,6.659626468625156059e-01,7.120887761610795730e-01,5.390007583013500803e-01,5.892724694356126225e-01,4.737529429304534467e-01,4.196163875364811169e-01,4.402465903430706762e-01,4.987255356212345614e-01,6.820192559968796253e-01
9.039030355471197042e-01,9.216018711151554577e-01,9.288398544534327561e-01,9.884368764855886447e-01,9.689438532624200517e-01,1.000000000000000000e+00,8.497119147999678823e-01,8.502952207331078149e-01,8.534741538464730715e-01,7.646385542551971115e-01,7.681650464713918325e-01,7.283466036134138566e-01,7.294474380748299236e-01,7.224495002305544311e-01,7.489590531799870110e-01,7.743727261465265244e-01,8.931612070409871151e-01,8.264395907780817119e-01,8.773189592947914228e-01,7.709597415410330834e-01,6.398091135590705525e-01,7.380548254434398103e-01,8.416326432042278149e-01,7.298266537727634562e-01,8.051418088600749146e-01,8.481506800139475555e-01,9.024770852958121647e-01,8.906529950613505386e-01,9.124529494317931144e-01,9.471305353492183166e-01,9.153176833283905856e-01,7.948746343919003143e-01,7.187885988052427066e-01,7.873148797838762647e-01,7.649148520368483917e-01,7.945902298699534239e-01,7.709247467017733557e-01,8.044019981288929033e-01,7.089322250256521185e-01,6.910683743887493513e-01,6.264451709384113443e-01,6.635990133647281519e-01,5.552405896598235913e-01,6.513506417314913755e-01,6.902793999080778509e-01,6.827929842005237004e-01,6.034986932631600798e-01,6.648411238548266322e-01,5.852192855829626561e-01,5.529167182205670938e-01,5.820267188852088491e-01,5.561854632670775178e-01,5.806917920446357240e-01,5.942483810461930416e-01,4.790858158780754161e-01,4.419281726110418917e-01,5.352425027115244038e-01,5.334047043926882781e-01,6.159230729934589421e-01,6.070626217734982344e-01,8.478944674707817875e-01,8.427234449379888970e-01,9.048803649099003144e-01,7.570452679281698405e-01,7.951613993928989821e-01,7.011352159774304482e-01,7.073779060347680225e-01,7.582507538312740492e-01,7.463444030704233789e-01,7.337129957240129396e-01,7.717392381395530299e-01,6.740649178960391730e-01,6.551861695662902774e-01,6.952705834784342898e-01,5.620271846688720263e-01,6.085569957032530564e-01,4.958019835657195840e-01,4.485372528012619986e-01,4.664082395409956394e-01,5.270139160541704726e-01,6.922197365543548697e-01
9.433869817619568998e-01,9.214285741848613487e-01,9.143945021616792790e-01,8.389608513622202057e-01,8.207911676563393044e-01,8.497119147999678823e-01,1.000000000000000000e+00,9.907416150456728188e-01,9.956582049416239366e-01,7.165786817349204529e-01,7.140281054398683880e-01,6.762232523752871316e-01,6.888111694312599731e-01,6.680344045858381818e-01,6.700144812510520076e-01,6.844283349981262754e-01,8.952714284544865952e-01,8.106708507073001613e-01,8.483026852917940897e-01,9.104415429373212687e-01,7.883358099298982680e-01,8.853778444556252847e-01,9.286396355862167606e-01,8.418434232381338811e-01,9.155348172839189447e-01,7.049415970598500447e-01,7.522531205761006090e-01,8.257702234881141301e-01,8.005016589665503446e-01,8.265775826404871962e-01,7.956918770799050744e-01,6.765892430222362197e-01,5.893568850492392208e-01,6.540413863806140427e-01,6.196615669468623633e-01,6.443602462902645600e-01,6.279406110752487891e-01,7.009464468963877426e-01,5.878914303752027504e-01,5.612011892999505536e-01,4.782619003448929096e-01,5.197793380498365590e-01,4.065100598103393859e-01,5.451166911405875837e-01,5.906146439073873822e-01,5.941806886877695204e-01,4.633948704670826091e-01,5.186140680426398752e-01,4.540045191462528384e-01,4.371910065530092426e-01,4.786080672337462705e-01,6.223818324702841132e-01,6.567019308704024061e-01,6.762593379046200059e-01,5.576389875745368929e-01,5.070689289463516936e-01,5.846398333762015120e-01,5.795844218938258630e-01,6.383112221321380897e-01,6.481692517353270233e-01,9.367334526533106498e-01,8.831317848881715671e-01,9.076022056654950987e-01,9.026638859703676188e-01,9.439884442949781906e-01,8.489560227018944083e-01,8.307077773534864429e-01,8.360595581747095606e-01,7.110427622695569827e-01,6.819728185062392534e-01,7.411656657183929298e-01,6.487862037111187252e-01,6.255203945520837472e-01,6.336019088707871560e-01,6.987580126651133927e-01,7.282316814522576953e-01,6.300647627464877054e-01,5.987561449428602245e-01,6.134932916709505690e-01,6.772045841865048654e-01,7.592215468702727676e-01
9.456468159893590686e-01,9.244286348754584548e-01,9.123656410548004470e-01,8.393099222762797629e-01,8.207820404439269968e-01,8.502952207331078149e-01,9.907416150456728188e-01,1.000000000000000000e+00,9.923471112822860318e-01,7.246773974637303883e-01,7.219485230730042780e-01,6.843633499871475401e-01,6.972292731505479457e-01,6.761332260387464821e-01,6.772324753092991978e-01,6.910978386273716190e-01,9.022577566285340245e-01,8.190579712601194773e-01,8.556209353090747927e-01,9.147451735597477152e-01,7.891187338140200902e-01,8.869305725153728837e-01,9.378939604520237783e-01,8.490664338996778415e-01,9.238749121373941442e-01,7.076494905311643269e-01,7.527789896432555139e-01,8.205435550155188995e-01,8.048960852457472948e-01,8.298762914243662525e-01,7.996992902261501612e-01,6.817111761604595088e-01,5.939179615183947103e-01,6.580631005863084582e-01,6.185439320721786149e-01,6.449125531204332740e-01,6.264498474556707830e-01,6.962830900235799092e-01,5.840062464638401396e-01,5.580301547695520892e-01,4.777384344977114727e-01,5.182981114615065055e-01,4.061529942274416660e-01,5.514078641081792131e-01,5.971521503157857236e-01,6.012399365082561342e-01,4.670138343953056381e-01,5.211571209183705200e-01,4.586368088762878825e-01,4.430782770525235614e-01,4.851771766201711245e-01,6.132861947256502688e-01,6.477378014740289291e-01,6.674002719305571762e-01,5.488322415689570466e-01,4.980315955157756935e-01,5.754064266119183202e-01,5.703383338905064770e-01,6.291515730499587233e-01,6.389123006696395546e-01,9.277823063018931782e-01,8.746482166346359888e-01,9.023823804063142440e-01,8.979621734501626040e-01,9.400827709611869754e-01,8.455368807928216324e-01,8.232380192008105224e-01,8.268362009030149062e-01,7.033308430353382157e-01,6.747173334202007933e-01,7.334551650810166024e-01,6.405461658542010994e-01,6.173467782318908803e-01,6.265535710371882283e-01,6.933168696958913468e-01,7.209423735423327040e-01,6.244320613954736920e-01,5.981109173921947963e-01,6.103307728521696340e-01,6.758066378422769027e-01,7.500106159631410030e-01
9.475428248595098024e-01,9.256567850154514554e-01,9.174321497498775235e-01,8.426627754902213940e-01,8.243962422690649383e-01,8.534741538464730715e-01,9.956582049416239366e-01,9.923471112822860318e-01,1.000000000000000000e+00,7.204552545010618481e-01,7.179766036322107192e-01,6.800844582628059465e-01,6.925304174056160500e-01,6.719142319779700667e-01,6.741679220910870018e-01,6.886776114250421355e-01,8.994427189119842403e-01,8.143932561329648712e-01,8.524159491620191265e-01,9.085393439181282949e-01,7.850403474680255345e-01,8.823656657151800475e-01,9.311328774533196295e-01,8.415749836922733484e-01,9.162223103647620936e-01,7.090901129178659446e-01,7.559811454348446258e-01,8.273479089553802401e-01,8.048238264043759971e-01,8.308122540352841368e-01,7.999896477418416696e-01,6.809307727105752273e-01,5.936831277319649658e-01,6.583352887663000974e-01,6.229203174740466364e-01,6.480850558410202744e-01,6.310796943156737893e-01,7.027977393203110879e-01,5.901020713666900175e-01,5.637164688632797516e-01,4.816933580489050071e-01,5.229159994337384543e-01,4.099869952984832588e-01,5.494122270667977093e-01,5.948832818726204064e-01,5.983689023050605682e-01,4.676497391274235804e-01,5.227311957476401538e-01,4.583330628167944232e-01,4.415165028396659253e-01,4.828744082040672403e-01,6.192575102234967321e-01,6.533850657216166979e-01,6.728257078361713495e-01,5.541612213950948274e-01,5.038558387071900846e-01,5.818845055679331413e-01,5.769040978404462727e-01,6.363584204327830118e-01,6.457304426491927707e-01,9.351851470659360288e-01,8.822702960957481411e-01,9.092189637764003241e-01,8.983505155469720949e-01,9.397694883646009467e-01,8.447553263253696487e-01,8.265725261805090263e-01,8.332339589867213681e-01,7.109492737673023255e-01,6.822472439194089411e-01,7.410740188885980295e-01,6.481979991308184363e-01,6.249996648318887349e-01,6.340291797884509695e-01,6.944163123778746005e-01,7.240645429783807430e-01,6.257255893484579001e-01,5.950504062184742704e-01,6.093091613896713943e-01,6.733311022616061958e-01,7.563613788516879710e-01
7.551175128602032327e-01,7.718449256285695448e-01,7.317529685545625107e-01,7.603446186557140107e-01,7.515544015225100738e-01,7.646385542551971115e-01,7.165786817349204529e-01,7.246773974637303883e-01,7.204552545010618481e-01,1.000000000000000000e+00,9.888996248007884127e-01,9.595684776810995409e-01,9.644410227178259465e-01,9.514544416948371719e-01,9.302553529713326608e-01,9.165239662531187159e-01,8.183938201804722423e-01,9.044786229486475593e-01,8.650118547949600112e-01,7.054998711593181149e-01,5.865946119677226678e-01,6.653200328040247413e-01,7.778261859838733194e-01,7.370325664120153109e-01,7.580136561270881534e-01,7.848840750687615664e-01,7.440299134982973905e-01,6.556253751704250732e-01,8.444908199882931177e-01,8.151137430526078642e-01,8.363056063257943151e-01,8.521227737483130227e-01,7.758118469398698203e-01,8.014048909307130986e-01,6.215520176752391546e-01,6.870797834859521114e-01,6.169288010524592858e-01,5.845736439861802802e-01,5.176641536781774189e-01,5.165959261910045841e-01,5.268764656084494735e-01,5.326332555221712228e-01,4.698487866142355696e-01,7.942076613084301240e-01,8.420181571421766487e-01,8.603889228672904066e-01,6.413873385243683556e-01,6.548826790229484995e-01,6.635057133753956560e-01,6.829767280159391163e-01,7.393112895433548992e-01,3.466171613143647079e-01,3.778124018311842525e-01,3.958284700303019710e-01,2.770472571459633437e-01,2.305343891360170927e-01,3.162727869847529183e-01,3.129084962937499492e-01,3.877403258114411333e-01,3.855051699474346671e-01,6.683862228960557594e-01,6.341762654784035558e-01,6.966555481303785546e-01,6.313108339275823599e-01,6.720985210735102022e-01,5.909236132499462446e-01,5.484801666735461545e-01,5.612667916761546749e-01,5.109915310491746077e-01,4.993881935260741090e-01,5.367412878887003469e-01,4.387386346151096461e-01,4.198559417023001172e-01,4.637257527912398425e-01,4.305223883341373625e-01,4.469788108039406405e-01,3.613334150144565937e-01,3.988365429707030341e-01,3.737680039528253895e-01,4.586046505243922544e-01,4.859071771774596815e-01
